source_candidate_id	normalized_lemma	pos	yaitron_entry_id	translation_en	similar_translations_en	headword_entry_count	headword_pos_values	translation_zh_tw_candidate	candidate_status
th5000-cand-20260708-4494	ตั้งงบประมาณ	v	34147	set up a budget		1	v	制定預算	authored_needs_review
th5000-cand-20260708-4497	นั่งร้าน	n	35176	scaffold	scaffolding; framework; stage	1	n	鷹架	authored_needs_review
th5000-cand-20260708-4501	เจตนา	v	23637	intend	aim; mean; propose; object to	1	v	打算	authored_needs_review
th5000-cand-20260708-4504	พยาน	n	14036	witness		1	n	證人	authored_needs_review
th5000-cand-20260708-4508	นางแบบ	n	25003	model	mannequin	1	n	模型	authored_needs_review
th5000-cand-20260708-4511	สุดา	n	20256	daughter		2	n	女兒	authored_needs_review
th5000-cand-20260708-4515	ฝ้าย	n	13876	cotton		1	n	棉	authored_needs_review
th5000-cand-20260708-4518	อัตราส่วน	n	12070	ratio	rate; percentage	1	n	比率	authored_needs_review
th5000-cand-20260708-4522	เขน	n	10897	shield attached to the forearm	round shield; rectangular shield	1	n	前臂盾	authored_needs_review
th5000-cand-20260708-4525	ละออง	n	39406	dust	particle; dirt; powder; sprinkling	1	n	灰塵	authored_needs_review
th5000-cand-20260708-4528	ทางไกล	adj	24932	long distance		1	adj	長途	authored_needs_review
th5000-cand-20260708-4531	แม่ค้า	n	2838	market  women	female shopkeeper	2	n	女攤販	authored_needs_review
th5000-cand-20260708-4534	ความชำนาญ	n	32730	expert	proficiency; skill; competence; masterfulness	1	n	專業能力	authored_needs_review
th5000-cand-20260708-4538	การละ	n	30834	refrain	forbearance; abstinence; abstention; stop	1	n	戒除	authored_needs_review
th5000-cand-20260708-4541	เรียนต่อ	v	4352	further study	continue to study	1	v	進一步學習	authored_needs_review
th5000-cand-20260708-4544	อดทน	v	12048	endure	bear; stand; be patient; put up with; tolerate	1	v	忍耐	authored_needs_review
th5000-cand-20260708-4547	ทุเรียน	n	34491	durian		1	n	榴蓮	authored_needs_review
th5000-cand-20260708-4550	ความชุ่มชื้น	n	32736	moisture	humidity; dampness	1	n	水分	authored_needs_review
th5000-cand-20260708-4553	ยะลา	n	27012	Yala		1	n	雅拉	authored_needs_review
th5000-cand-20260708-4556	เสถียรภาพ	n	20490	stability	firmness; security; soundness; stableness; steadiness	1	n	穩定性	authored_needs_review
th5000-cand-20260708-4559	ตารางวา	clf	213	square wah	square two-meters	1	clas	平方哇（四平方公尺）	authored_needs_review
th5000-cand-20260708-4562	บทวิจารณ์	n	25461	critique	criticism	1	n	批評	authored_needs_review
th5000-cand-20260708-4565	คงอยู่	v	10647	remain		1	v	留下	authored_needs_review
th5000-cand-20260708-4568	แสบ	v	6539	sting	be stung	2	v	刺痛	authored_needs_review
th5000-cand-20260708-4571	ฤดูหนาว	n	17398	winter		1	n	冬天	authored_needs_review
th5000-cand-20260708-4574	เจ้าภาพ	n	23765	host	hostess	1	n	主持人	authored_needs_review
th5000-cand-20260708-4577	ทุบ	v	34461	pound	smash; beat; thump; pommel; batter; maul	1	v	猛擊	authored_needs_review
th5000-cand-20260708-4581	สำเร็จการศึกษา	v	40653	graduate		1	v	畢業	authored_needs_review
th5000-cand-20260708-4584	ประจวบคีรีขันธ์	n	27066	Prachuap Khiri Khan		1	n	巴蜀府	authored_needs_review
th5000-cand-20260708-4587	ภาคเรียน	n	15513	semester	session; term	1	n	學期	authored_needs_review
th5000-cand-20260708-4590	ค่าเฉลี่ย	n	11196	mean	average; medium; median; ordinary; moderate	1	n	平均數	authored_needs_review
th5000-cand-20260708-4594	ภาษีมูลค่าเพิ่ม	n	92	value added tax	VAT	1	n	加值型營業稅	authored_needs_review
th5000-cand-20260708-4597	ทุกปี	adv	34403	every year	annual; annually	1	adv	每年	authored_needs_review
th5000-cand-20260708-4600	ฝัก	n	13807	pod	hull	2	n	豆莢	authored_needs_review
th5000-cand-20260708-4603	ความทันสมัย	n	3551	modernity		1	n	現代性	authored_needs_review
th5000-cand-20260708-4607	เผ่า	n	38788	tribe	race; clan; family; people	2	clas;n	部落	authored_needs_review
th5000-cand-20260708-4610	สเกต	n	18554	skate		2	n	溜冰鞋	authored_needs_review
th5000-cand-20260708-4613	ต่อให้	v	21674	concede	give handicap; give an advantage; give a head start	2	conj;v	讓步	authored_needs_review
th5000-cand-20260708-4616	ทักษิณ	n	24207	south		2	adv;n	南	authored_needs_review
th5000-cand-20260708-4619	ชำรุด	v	28370	be ruined	to be damaged; to be dilapidated; to be out of order	1	v	被毀了	authored_needs_review
th5000-cand-20260708-4622	เสาะ	v	20558	explore	seek; search	3	adj;v	探索	authored_needs_review
th5000-cand-20260708-4625	เห็นภาพ	v	40806	illustrate	see (and grasp); see (and understand)	1	v	說明	authored_needs_review
th5000-cand-20260708-4629	เงินกู้	n	12908	loan	money lent	1	n	貸款	authored_needs_review
th5000-cand-20260708-4632	มหาดไทย	n	5537	Ministry of the Interior		1	n	內政部	authored_needs_review
th5000-cand-20260708-4635	ค่าเช่า	n	11198	rent	rental fee; charge	1	n	租金	authored_needs_review
th5000-cand-20260708-4638	ที่ยอมรับ	adj	34325	acceptable	agreeable; admissible	1	adj	可接受	authored_needs_review
th5000-cand-20260708-4642	พายุ	n	14646	storm	hurricane; gale; tempest	1	n	風暴	authored_needs_review
th5000-cand-20260708-4645	นำเที่ยว	v	25292	guide	lead	1	v	引導	authored_needs_review
th5000-cand-20260708-4648	ปิดประตู	v	4229	shut the door		2	v	關上門	authored_needs_review
th5000-cand-20260708-4652	น้องใหม่	n	35019	freshman	freshy; beginner; novice	1	n	新生	authored_needs_review
th5000-cand-20260708-4657	อุตรดิตถ์	n	18974	Uttaradit		1	n	程逸府	authored_needs_review
th5000-cand-20260708-4660	ช่างซ่อม	n	27972	repairman		1	n	修理工	authored_needs_review
th5000-cand-20260708-4663	ของจริง	n	37662	authentic	genuine; real thing	1	n	正品	authored_needs_review
th5000-cand-20260708-4666	สละ	n	7344	Zalacca	Zalacca wallichiana; sweet variety	4	n;v	蛇皮果	authored_needs_review
th5000-cand-20260708-4670	ถาด	n	23341	tray	salver	1	n	托盤	authored_needs_review
th5000-cand-20260708-4673	แทบจะ	adv	8481	almost	nearly; just about; practically; virtually	1	adv	幾乎	authored_needs_review
th5000-cand-20260708-4676	จำพวก	n	33191	kind	category; type; sort; group; species	1	n	種	authored_needs_review
th5000-cand-20260708-4679	เต็มเปี่ยม	v	22889	be full of	be perfect	2	adv;v	充滿	authored_needs_review
th5000-cand-20260708-4683	จำเพาะ	v	33192	be particular	be specific; be limited	1	v	特定	authored_needs_review
th5000-cand-20260708-4686	ทนายความ	n	34298	lawyer	counsel; counselor/counselor; solicitor; attorney; barrister; advocate	1	n	律師	authored_needs_review
th5000-cand-20260708-4690	ปรากฏการณ์	n	5391	phenomenon		2	n	現象	authored_needs_review
th5000-cand-20260708-4693	โหราศาสตร์	n	3440	astrology		2	n	占星術	authored_needs_review
th5000-cand-20260708-4696	ห้องปฏิบัติการ	n	36166	laboratory		2	n	實驗室	authored_needs_review
th5000-cand-20260708-4699	ถล่ม	v	23202	bombard	crush	2	v	轟炸	authored_needs_review
th5000-cand-20260708-4703	ดูงาน	v	33939	observe activities	inspect activities; study activities; make a study trip	1	v	參訪	authored_needs_review
th5000-cand-20260708-4706	อลังการ	n	36923	embellishment	adornment; decoration; ornamentation	4	adv;n;v	裝飾	authored_needs_review
th5000-cand-20260708-4709	สำราญ	v	3315	be happy	be joyful; be good-humoured	3	adv;v	開心	authored_needs_review
th5000-cand-20260708-4712	จริงใจ	v	38580	be sincere	be frank; be candid; be honest	1	v	真誠	authored_needs_review
th5000-cand-20260708-4715	พริบ	v	14244	twinkle	wink; blink	2	adv;v	閃爍	authored_needs_review
th5000-cand-20260708-4718	โทรสาร	n	3640	facsimile	fax; telegraph; teletext	2	n;v	傳真	authored_needs_review
th5000-cand-20260708-4721	สำนักข่าว	n	20109	news agency	press agency; press association; information service	1	n	通訊社	authored_needs_review
th5000-cand-20260708-4724	ภาคภูมิ	v	35341	be proud of	have a sense of pride in; have self-esteem	3	adj;adv;v	以…為榮	authored_needs_review
th5000-cand-20260708-4728	เศรษฐศาสตร์	n	6284	economics		1	n	經濟學	authored_needs_review
th5000-cand-20260708-4731	ความเป็นธรรม	n	37896	fairness	justification	1	n	公平	authored_needs_review
th5000-cand-20260708-4734	สืบสวน	v	20293	investigate	inquire; look into; sift; probe	1	v	調查	authored_needs_review
th5000-cand-20260708-4737	พ่วง	v	14389	tow	trail; hitch; take in tow; tug	1	v	拖	authored_needs_review
th5000-cand-20260708-4740	เฉลิมฉลอง	v	27721	celebrate	commemorate; rejoice	1	v	慶祝	authored_needs_review
th5000-cand-20260708-4743	ความผิดพลาด	n	32828	error	faulty; wrong; incorrectness	1	n	錯誤	authored_needs_review
th5000-cand-20260708-4746	ศึกษาธิการ	n	18509	Ministry of Education		2	n	教育部	authored_needs_review
th5000-cand-20260708-4749	ความตั้งใจ	n	32763	intention	will; determination; volition	1	n	意圖	authored_needs_review
th5000-cand-20260708-4752	ดื่มด่ำ	v	33901	impress	absorb; indulge	1	v	沉浸	authored_needs_review
th5000-cand-20260708-4756	เรื่องสำคัญ	n	6894	important matter	significant matter; serious matter	1	n	重要的事情	authored_needs_review
th5000-cand-20260708-4760	ลงเงิน	v	17426	lay down (money)	take shares in a business concern; invest; put money into; finance	1	v	投資	authored_needs_review
th5000-cand-20260708-4763	โครงสร้างพื้นฐาน	n	12713	infrastructure	basic structure; substructure; foundation; basis	1	n	基礎設施	authored_needs_review
th5000-cand-20260708-4766	เสียที	v	20606	be defeated	be conquered; be tricked	1	v	被擊敗	authored_needs_review
th5000-cand-20260708-4769	พอง	v	14429	swell	be inflated; be inflamed; blister; be swollen	1	v	膨脹	authored_needs_review
th5000-cand-20260708-4772	เก่าแก่	adj	9848	ancient	old; former; passed	1	adj	古老	authored_needs_review
th5000-cand-20260708-4775	ชุมนุม	n	28535	group	collection; party; club	2	n;v	組	authored_needs_review
th5000-cand-20260708-4779	งานอุตสาหกรรม	n	12855	industrial work		1	n	工業工作	authored_needs_review
th5000-cand-20260708-4782	งานก่อสร้าง	n	12821	construction	building	1	n	建設	authored_needs_review
th5000-cand-20260708-4785	จักรพรรดิ	n	33031	emperor	ruler of empire	1	n	皇帝	authored_needs_review
th5000-cand-20260708-4788	มานี	n	16305	diligent person	industrious person	2	n	勤奮的人	authored_needs_review
th5000-cand-20260708-4791	เศษเหล็ก	n	40546	remnant of iron	leftover of iron surplus	1	n	殘鐵	authored_needs_review
th5000-cand-20260708-4794	วิเศษ	adj	7248	superb	excellent; splendid; magnificent; marvelous; wonderful	1	adj	極佳	authored_needs_review
th5000-cand-20260708-4797	ลายน้ำ	n	17790	watermark		1	n	浮水印	authored_needs_review
th5000-cand-20260708-4801	เหมือง	n	36526	irrigation ditch	irrigation channel; irrigation system	2	n	灌溉溝渠	authored_needs_review
th5000-cand-20260708-4804	มีชีวิตชีวา	v	9235	be jolly	be merry; be mirthful; be jubilant; be joyous	1	v	快樂	authored_needs_review
th5000-cand-20260708-4808	ค้นคว้า	v	10730	research	dig into; study intensively; search	1	v	研究	authored_needs_review
th5000-cand-20260708-4811	คำร้อง	n	11370	petition	request; appeal; entreaty; application	1	n	請願書	authored_needs_review
th5000-cand-20260708-4814	มลพิษ	n	448	pollution	contamination	1	n	污染	authored_needs_review
th5000-cand-20260708-4817	สายงาน	n	4536	field	line	1	n	欄位	authored_needs_review
th5000-cand-20260708-4821	จีบ	n	33259	a kind of Chinese food		3	n;v	一種中餐	authored_needs_review
th5000-cand-20260708-4824	พัทลุง	n	14552	Phatthalung		1	n	博他崙	authored_needs_review
th5000-cand-20260708-4827	การบัญชี	n	30606	accountancy		1	n	會計	authored_needs_review
th5000-cand-20260708-4830	รวน	v	5778	be askew	be out of shape; go haywire	3	v	歪斜	authored_needs_review
th5000-cand-20260708-4833	โม่	n	35517	millstone	grinder	2	n;v	磨石	authored_needs_review
th5000-cand-20260708-4836	เก๋า	n	9917	Cromileptes altivelis	kind of sea fish	2	adj;n	駝背鱸	authored_needs_review
th5000-cand-20260708-4839	แนวตั้ง	n	4357	vertical		1	n	垂直方向	authored_needs_review
th5000-cand-20260708-4842	เป็นได้	adv	16265	possibly	likely; maybe; perhaps	1	adv	可能	authored_needs_review
th5000-cand-20260708-4846	เงียบสงบ	adj	12968	peaceful	calm; quiet; silent	1	adj	平靜	authored_needs_review
th5000-cand-20260708-4849	สงเคราะห์	v	3018	support	assist; back up	2	v	支持	authored_needs_review
th5000-cand-20260708-4852	คะแนนเฉลี่ย	n	11618	point average	mean	1	n	平均分	authored_needs_review
th5000-cand-20260708-4855	ครั้งสุดท้าย	adj	3539	last	ultimate; final	2	adj;adv	最後	authored_needs_review
th5000-cand-20260708-4860	จับกุม	v	38283	arrest	capture; seize; catch	1	v	逮捕	authored_needs_review
th5000-cand-20260708-4863	หน้าบ้าน	n	40742	front yard		1	n	前院	authored_needs_review
th5000-cand-20260708-4866	พูดว่า	v	15017	blame	accuse	1	v	怪	authored_needs_review
th5000-cand-20260708-4869	ก็แล้วแต่	adv	39913	up to	upon	1	adv	直到	authored_needs_review
th5000-cand-20260708-4872	โอกาสดี	n	3457	good chance		2	n	好機會	authored_needs_review
th5000-cand-20260708-4875	กงสุล	n	29333	consul		1	n	領事	authored_needs_review
th5000-cand-20260708-4878	แมง	n	5618	insect	bug; beetle; moth	1	n	昆蟲	authored_needs_review
th5000-cand-20260708-4881	น่าไว้วางใจ	v	25176	be believable	be reliable; be dependable; be credible	1	v	可信	authored_needs_review
th5000-cand-20260708-4884	ขึ้นทะเบียน	v	10220	register	enroll	1	v	註冊	authored_needs_review
th5000-cand-20260708-4887	พระพุทธศาสนา	n	14156	Buddhism		1	n	佛教	authored_needs_review
th5000-cand-20260708-4890	รถร่วม	n	4712	affiliated bus		1	n	聯營公車	authored_needs_review
th5000-cand-20260708-4893	คริสต์มาส	n	31205	Christmas		1	n	聖誕節	authored_needs_review
th5000-cand-20260708-4896	ปกคลุม	v	27279	cover	spread over; overspread; shroud; envelop	1	v	覆蓋	authored_needs_review
th5000-cand-20260708-4899	อะไรก็ตาม	n	38999	whatever		2	n	任何事物	authored_needs_review
th5000-cand-20260708-4902	เนื้อผ้า	n	1177	rules and regulations		1	n	規則與規定	authored_needs_review
th5000-cand-20260708-4905	มีเสียง	v	15799	have a voice	have the right to vote; be entitled to vote	2	v	有發言權	authored_needs_review
th5000-cand-20260708-4908	การจร	n	31947	wandering	rove	1	n	漂泊	authored_needs_review
th5000-cand-20260708-4911	บ่งชี้	v	25446	indicate	point out; show;  point to; specify	1	v	表示	authored_needs_review
th5000-cand-20260708-4914	สมุทรสงคราม	n	18717	Samut Songkhram		1	n	夜功府	authored_needs_review
th5000-cand-20260708-4917	มุกดาหาร	n	15913	Mukdahan	name of a province in north-eastern Thailand	1	n	莫達漢	authored_needs_review
th5000-cand-20260708-4920	สิ่งจำเป็น	n	1836	necessities		1	n	必需品	authored_needs_review
th5000-cand-20260708-4923	ขาตั้ง	n	10499	tripod	easel	1	n	三腳架	authored_needs_review
th5000-cand-20260708-4927	พอก	v	14417	cover	plaster; apply; daub	1	v	塗抹	authored_needs_review
th5000-cand-20260708-4930	เป็นกำลัง	adv	16238	very much	extremely; considerably; substantially; exceedingly	1	adv	非常	authored_needs_review
th5000-cand-20260708-4935	น้อม	v	35044	bow	bend	1	v	鞠躬	authored_needs_review
th5000-cand-20260708-4939	เฟ้อ	v	15418	be bloated	be flatulent	2	v	腹脹	authored_needs_review
th5000-cand-20260708-4942	ปูพื้น	v	312	lay the foundation	provide the basis	2	v	奠定基礎	authored_needs_review
th5000-cand-20260708-4945	คึก	v	11281	be in high mettle	be impetuous; be wild; be high-spirited; be dashing; be fiery	2	adv;v	鬥志昂揚	authored_needs_review
th5000-cand-20260708-4948	เครื่องซักผ้า	n	1771	washing machine		2	n	洗衣機	authored_needs_review
th5000-cand-20260708-4951	พระสงฆ์	n	14188	monk	Buddhist priest	1	n	僧侶	authored_needs_review
th5000-cand-20260708-4954	ผู้สอน	n	13698	teacher	lecturer; instructor; coach; trainer; tutor	1	n	老師	authored_needs_review
th5000-cand-20260708-4958	เจ็บปวด	v	23657	pain	ache; sore; suffer; hurt	2	adj;v	疼痛	authored_needs_review
th5000-cand-20260708-4961	ลีบ	adj	7004	lean	atrophic; withered; undeveloped	3	adj	消瘦的	authored_needs_review
th5000-cand-20260708-4964	ยุบ	v	4909	go down	flatten	2	v	下降	authored_needs_review
th5000-cand-20260708-4967	ภาส	n	96	light	brightness	1	n	光	authored_needs_review
th5000-cand-20260708-4970	มหาวิทยาลัยเกษตรศาสตร์	n	30962	Kasetsart University		1	n	泰國農業大學	authored_needs_review
th5000-cand-20260708-4973	ทางวัฒนธรรม	adj	24907	cultural		1	adj	文化的	authored_needs_review
th5000-cand-20260708-4976	การย่อ	n	30757	summary	conciseness; brief; shortness; abridgement; abstract; abbreviation	2	n	摘要	authored_needs_review
th5000-cand-20260708-4980	ศิลา	n	2991	stone	rock; clay; ore; boulder	2	n	石頭	authored_needs_review
th5000-cand-20260708-4983	ตำแหน่งงาน	n	2163	vacancy	job; position; work	1	n	空缺	authored_needs_review
th5000-cand-20260708-4987	ความพอ	n	32837	adequateness	sufficiency	1	n	充分性	authored_needs_review
th5000-cand-20260708-4990	ควง	v	32603	swing	sway; move; backward and forward	2	v	搖擺	authored_needs_review
th5000-cand-20260708-4994	คุณวุฒิ	n	12347	qualification	competence; ability	1	n	能力	authored_needs_review
th5000-cand-20260708-4997	หวง	v	7767	be grudge	be possessive	1	v	記仇	authored_needs_review
th5000-cand-20260708-5000	แปลกใจ	v	16618	surprise	wonder; astonish; amaze	1	v	使驚訝	authored_needs_review
